Team,Game Link,Ball possession,Expected goals,Big chances,Total shots,Goalkeeper saves,Corner kicks,Fouls,Passes,Tackles,Free kicks,Yellow cards,Red cards,Shots on target,Hit woodwork,Shots off target,Blocked shots,Shots inside box,Shots outside box,Big chances scored,Big chances missed,Through balls,Touches in penalty area,Fouled in final third,Offsides,Accurate passes,Throw-ins,Final third entries,Long balls,Crosses,Duels,Dispossessed,Ground duels,Aerial duels,Dribbles,Tackles won,Total tackles,Interceptions,Recoveries,Clearances,Goals prevented,Goalkeeper saves,Goal kicks,Goals,Date
Bulgaria,https://www.sofascore.com/bulgaria-albania/PTbsqUb#id:11635609,40%,No information,No information,6,3,0,14,No information,No information,12,3,0,1,No information,4,1,No information,No information,No information,No information,No information,No information,No information,1,No information,16,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,3,4,0,"17/10/2023, 09:00"

Spain,https://www.sofascore.com/spain-albania/PTbsYTb#id:10102034,72%,No information,No information,15,1,3,8,No information,No information,18,0,0,9,No information,3,3,No information,No information,No information,No information,No information,No information,No information,2,No information,18,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,1,2,2,"26/03/2022, 11:45"
Albania,https://www.sofascore.com/spain-albania/PTbsYTb#id:10102034,28%,No information,No information,4,7,2,15,No information,No information,10,1,0,2,No information,1,1,No information,No information,No information,No information,No information,No information,No information,3,No information,20,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,7,5,1,"26/03/2022, 11:45"

Albania,https://www.sofascore.com/georgia-albania/PTbsnVb#id:10102063,54%,No information,No information,15,1,7,13,No information,No information,10,2,0,4,No information,6,5,No information,No information,No information,No information,No information,No information,No information,8,No information,22,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,1,4,0,"29/03/2022, 09:00"
Georgia,https://www.sofascore.com/georgia-albania/PTbsnVb#id:10102063,46%,No information,No information,5,4,1,8,No information,No information,21,3,0,1,No information,2,2,No information,No information,No information,No information,No information,No information,No information,2,No information,18,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,4,10,0,"29/03/2022, 09:00"

Albania,https://www.sofascore.com/albania-israel/FObsPTb#id:10023298,51%,No information,3,14,3,4,13,408,16,11,2,No information,4,0,7,3,7,7,2,1,No information,No information,2,3,322,23,57,24/57 (42%),1/22 (5%),49%,8,32/73 (44%),18/29 (62%),5/19 (26%),56%,16,9,No information,24,No information,3,3,2,"10/06/2022, 11:45"
Israel,https://www.sofascore.com/albania-israel/FObsPTb#id:10023298,49%,No information,1,9,2,9,11,389,22,11,3,No information,4,0,2,3,8,1,0,1,No information,No information,2,1,286,23,67,35/70 (50%),4/17 (24%),51%,8,41/73 (56%),11/29 (38%),8/16 (50%),64%,22,10,No information,15,No information,2,17,1,"10/06/2022, 11:45"

Albania,https://www.sofascore.com/estonia-albania/PTbsjVb#id:10326221,57%,No information,No information,6,0,5,8,No information,No information,8,1,0,3,No information,3,0,No information,No information,No information,No information,No information,No information,No information,0,No information,29,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,0,6,0,"13/06/2022, 09:00"
Estonia,https://www.sofascore.com/estonia-albania/PTbsjVb#id:10326221,43%,No information,No information,1,3,2,8,No information,No information,8,2,0,0,No information,1,0,No information,No information,No information,No information,No information,No information,No information,0,No information,12,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,3,10,0,"13/06/2022, 09:00"

Iceland,https://www.sofascore.com/iceland-albania/PTbsiUb#id:10023375,62%,No information,2,21,4,14,12,457,11,3,2,0,4,0,5,12,12,9,1,1,No information,No information,1,4,368,27,73,42/81 (52%),9/31 (29%),42%,8,24/56 (43%),22/53 (42%),10/18 (56%),55%,11,7,No information,9,No information,4,7,1,"06/06/2022, 11:45"
Albania,https://www.sofascore.com/iceland-albania/PTbsiUb#id:10023375,38%,No information,1,8,3,5,3,290,16,12,0,1,5,0,3,0,5,3,1,0,No information,No information,2,0,189,12,52,28/58 (48%),5/12 (42%),58%,9,32/56 (57%),31/53 (58%),4/6 (67%),56%,16,6,No information,32,No information,3,6,1,"06/06/2022, 11:45"

Israel,https://www.sofascore.com/albania-israel/FObsPTb#id:10023436,51%,No information,3,14,3,4,13,408,16,11,2,No information,4,0,7,3,7,7,2,1,No information,No information,2,3,322,23,57,24/57 (42%),1/22 (5%),49%,8,32/73 (44%),18/29 (62%),5/19 (26%),56%,16,9,No information,24,No information,3,3,2,"24/09/2022, 11:45"
Albania,https://www.sofascore.com/albania-israel/FObsPTb#id:10023436,49%,No information,1,9,2,9,11,389,22,11,3,No information,4,0,2,3,8,1,0,1,No information,No information,2,1,286,23,67,35/70 (50%),4/17 (24%),51%,8,41/73 (56%),11/29 (38%),8/16 (50%),64%,22,10,No information,15,No information,2,17,1,"24/09/2022, 11:45"

Albania,https://www.sofascore.com/iceland-albania/PTbsiUb#id:10023395,62%,No information,2,21,4,14,12,457,11,3,2,0,4,0,5,12,12,9,1,1,No information,No information,1,4,368,27,73,42/81 (52%),9/31 (29%),42%,8,24/56 (43%),22/53 (42%),10/18 (56%),55%,11,7,No information,9,No information,4,7,1,"27/09/2022, 11:45"
Iceland,https://www.sofascore.com/iceland-albania/PTbsiUb#id:10023395,38%,No information,1,8,3,5,3,290,16,12,0,1,5,0,3,0,5,3,1,0,No information,No information,2,0,189,12,52,28/58 (48%),5/12 (42%),58%,9,32/56 (57%),31/53 (58%),4/6 (67%),56%,16,6,No information,32,No information,3,6,1,"27/09/2022, 11:45"

San marino,https://www.sofascore.com/san-marino-albania/PTbsIWb#id:9223811,72%,No information,6,25,0,12,10,648,16,3,1,No information,10,1,10,5,21,4,2,4,No information,No information,2,6,560,24,70,38/53 (72%),9/28 (32%),48%,12,33/65 (51%),9/22 (41%),14/20 (70%),38%,16,11,No information,1,No information,0,3,2,"31/03/2021, 11:45"
Albania,https://www.sofascore.com/san-marino-albania/PTbsIWb#id:9223811,28%,No information,0,0,5,0,4,263,18,10,1,No information,0,0,0,0,0,0,0,0,No information,No information,0,1,162,16,26,26/65 (40%),1/1 (100%),52%,11,32/65 (49%),13/22 (59%),4/9 (44%),44%,18,12,No information,41,No information,5,12,0,"31/03/2021, 11:45"

Wales,https://www.sofascore.com/wales-albania/PTbscUb#id:9538732,58%,No information,No information,5,0,4,12,No information,No information,21,3,0,2,No information,3,No information,No information,No information,No information,No information,No information,No information,No information,1,No information,21,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,0,6,0,"05/06/2021, 09:00"
Albania,https://www.sofascore.com/wales-albania/PTbscUb#id:9538732,42%,No information,No information,2,2,5,21,No information,No information,13,4,0,0,No information,2,No information,No information,No information,No information,No information,No information,No information,No information,0,No information,13,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,2,10,0,"05/06/2021, 09:00"

Poland,https://www.sofascore.com/poland-albania/PTbsdUb#id:9223783,39%,No information,1,7,2,1,13,327,12,16,7,No information,3,0,4,0,3,4,1,0,No information,No information,1,2,234,19,44,22/65 (34%),2/6 (33%),47%,6,33/69 (48%),21/45 (47%),5/16 (31%),67%,12,12,68,35,No information,2,11,4,"02/09/2021, 11:45"
Albania,https://www.sofascore.com/poland-albania/PTbsdUb#id:9223783,61%,No information,1,12,1,6,16,501,17,12,6,No information,2,0,5,5,5,7,0,1,No information,No information,2,2,402,31,67,24/56 (43%),1/21 (5%),53%,6,36/69 (52%),24/45 (53%),7/13 (54%),59%,17,4,65,7,No information,1,5,1,"02/09/2021, 11:45"

Albania,https://www.sofascore.com/hungary-albania/PTbsjUb#id:9223787,64%,No information,2,7,2,1,12,674,17,14,2,No information,2,1,5,0,3,4,No information,2,No information,No information,2,1,564,27,54,24/54 (44%),3/12 (25%),49%,10,36/70 (51%),12/27 (44%),5/12 (42%),53%,17,7,No information,17,No information,2,3,1,"05/09/2021, 09:00"
Hungary,https://www.sofascore.com/hungary-albania/PTbsjUb#id:9223787,36%,No information,2,9,2,2,15,379,17,12,4,No information,3,0,2,4,4,5,No information,2,No information,No information,0,2,276,32,65,16/51 (31%),2/9 (22%),51%,6,34/70 (49%),15/27 (56%),6/17 (35%),47%,17,12,No information,15,No information,2,5,0,"05/09/2021, 09:00"

Albania,https://www.sofascore.com/san-marino-albania/PTbsIWb#id:9223851,72%,No information,6,25,0,12,10,648,16,3,1,No information,10,1,10,5,21,4,2,4,No information,No information,2,6,560,24,70,38/53 (72%),9/28 (32%),48%,12,33/65 (51%),9/22 (41%),14/20 (70%),38%,16,11,No information,1,No information,0,3,5,"08/09/2021, 11:45"
San marino,https://www.sofascore.com/san-marino-albania/PTbsIWb#id:9223851,28%,No information,0,0,5,0,4,263,18,10,1,No information,0,0,0,0,0,0,0,0,No information,No information,0,1,162,16,26,26/65 (40%),1/1 (100%),52%,11,32/65 (49%),13/22 (59%),4/9 (44%),44%,18,12,No information,41,No information,5,12,0,"08/09/2021, 11:45"

Hungary,https://www.sofascore.com/hungary-albania/PTbsjUb#id:9223897,64%,No information,2,7,2,1,12,674,17,14,2,No information,2,1,5,0,3,4,No information,2,No information,No information,2,1,564,27,54,24/54 (44%),3/12 (25%),49%,10,36/70 (51%),12/27 (44%),5/12 (42%),53%,17,7,No information,17,No information,2,3,1,"09/10/2021, 11:45"
Albania,https://www.sofascore.com/hungary-albania/PTbsjUb#id:9223897,36%,No information,2,9,2,2,15,379,17,12,4,No information,3,0,2,4,4,5,No information,2,No information,No information,0,2,276,32,65,16/51 (31%),2/9 (22%),51%,6,34/70 (49%),15/27 (56%),6/17 (35%),47%,17,12,No information,15,No information,2,5,0,"09/10/2021, 11:45"

England,https://www.sofascore.com/england-albania/PTbsnUb#id:9223883,64%,No information,4,15,4,4,3,667,14,11,0,No information,6,0,6,3,12,3,4,0,1,No information,2,1,580,17,55,31/52 (60%),5/13 (38%),63%,10,43/71 (61%),14/20 (70%),18/28 (64%),57%,14,5,No information,4,No information,4,0,5,"12/11/2021, 11:45"
Albania,https://www.sofascore.com/england-albania/PTbsnUb#id:9223883,36%,No information,1,5,1,0,14,389,20,3,4,No information,4,0,0,1,2,3,0,1,0,No information,0,3,316,10,18,20/54 (37%),0/1 (0%),37%,9,28/71 (39%),6/20 (30%),5/10 (50%),55%,20,16,No information,16,No information,1,12,0,"12/11/2021, 11:45"

Albania,https://www.sofascore.com/poland-albania/PTbsdUb#id:9223940,39%,No information,1,7,2,1,13,327,12,16,7,No information,3,0,4,0,3,4,1,0,No information,No information,1,2,234,19,44,22/65 (34%),2/6 (33%),47%,6,33/69 (48%),21/45 (47%),5/16 (31%),67%,12,12,68,35,No information,2,11,1,"12/10/2021, 11:45"
Poland,https://www.sofascore.com/poland-albania/PTbsdUb#id:9223940,61%,No information,1,12,1,6,16,501,17,12,6,No information,2,0,5,5,5,7,0,1,No information,No information,2,2,402,31,67,24/56 (43%),1/21 (5%),53%,6,36/69 (52%),24/45 (53%),7/13 (54%),59%,17,4,65,7,No information,1,5,0,"12/10/2021, 11:45"

Albania,https://www.sofascore.com/andorra-albania/PTbstWb#id:9223950,75%,No information,5,19,3,4,8,563,13,17,1,No information,6,1,7,6,13,6,1,4,No information,No information,5,3,466,25,68,30/56 (54%),13/32 (41%),71%,5,46/69 (67%),31/40 (78%),16/21 (76%),77%,13,3,No information,9,No information,3,7,1,"15/11/2021, 11:45"
Andorra,https://www.sofascore.com/andorra-albania/PTbstWb#id:9223950,25%,No information,0,9,4,4,18,187,10,7,3,No information,3,0,5,1,3,6,0,0,No information,No information,1,4,98,18,38,17/71 (24%),1/11 (9%),29%,10,23/69 (33%),9/40 (23%),6/9 (67%),60%,10,9,No information,40,No information,4,14,0,"15/11/2021, 11:45"

Albania,https://www.sofascore.com/lithuania-albania/PTbsBVb#id:8600848,39%,No information,0,7,4,2,11,279,21,21,1,No information,1,0,5,1,5,2,No information,0,No information,No information,1,1,161,22,54,22/72 (31%),3/13 (23%),54%,8,51/93 (55%),30/58 (52%),9/21 (43%),62%,21,20,No information,40,No information,4,12,1,"07/09/2020, 11:45"
Lithuania,https://www.sofascore.com/lithuania-albania/PTbsBVb#id:8600848,61%,No information,2,14,1,5,22,439,20,11,3,No information,4,0,8,2,7,7,No information,2,No information,No information,2,0,312,41,64,39/76 (51%),4/28 (14%),46%,9,42/93 (45%),28/58 (48%),12/24 (50%),80%,20,12,No information,6,No information,1,11,0,"07/09/2020, 11:45"

Kazakhstan,https://www.sofascore.com/kazakhstan-albania/PTbsxVb#id:8600880,60%,No information,5,18,4,5,11,572,15,20,1,No information,11,0,4,3,12,6,2,3,No information,No information,7,0,487,27,49,35/55 (64%),5/12 (42%),51%,11,54/106 (51%),17/34 (50%),20/34 (59%),80%,15,14,No information,11,No information,4,4,0,"11/10/2020, 06:00"
Albania,https://www.sofascore.com/kazakhstan-albania/PTbsxVb#id:8600880,40%,No information,2,12,7,6,22,368,25,11,4,No information,5,0,3,4,5,7,0,2,No information,No information,1,1,276,18,54,30/61 (49%),0/15 (0%),49%,8,52/106 (49%),17/34 (50%),16/23 (70%),64%,25,16,No information,17,No information,7,5,0,"11/10/2020, 06:00"

Lithuania,https://www.sofascore.com/lithuania-albania/PTbsBVb#id:8600888,39%,No information,0,7,4,2,11,279,21,21,1,No information,1,0,5,1,5,2,No information,0,No information,No information,1,1,161,22,54,22/72 (31%),3/13 (23%),54%,8,51/93 (55%),30/58 (52%),9/21 (43%),62%,21,20,No information,40,No information,4,12,0,"14/10/2020, 09:00"
Albania,https://www.sofascore.com/lithuania-albania/PTbsBVb#id:8600888,61%,No information,2,14,1,5,22,439,20,11,3,No information,4,0,8,2,7,7,No information,2,No information,No information,2,0,312,41,64,39/76 (51%),4/28 (14%),46%,9,42/93 (45%),28/58 (48%),12/24 (50%),80%,20,12,No information,6,No information,1,11,0,"14/10/2020, 09:00"

Belarus,https://www.sofascore.com/belarus-albania/PTbsTUb#id:8600840,45%,No information,3,10,2,9,12,385,17,16,4,No information,4,0,4,2,6,4,2,1,No information,No information,3,1,288,21,40,33/61 (54%),5/17 (29%),54%,16,40/77 (52%),21/36 (58%),8/9 (89%),65%,17,15,No information,22,No information,2,6,2,"04/09/2020, 11:45"
Albania,https://www.sofascore.com/belarus-albania/PTbsTUb#id:8600840,55%,No information,3,11,1,6,16,480,17,11,5,No information,4,0,3,4,6,5,2,1,No information,No information,3,2,383,28,41,22/50 (44%),3/17 (18%),46%,7,37/77 (48%),15/36 (42%),9/19 (47%),59%,17,16,No information,18,No information,1,5,0,"04/09/2020, 11:45"

Albania,https://www.sofascore.com/kazakhstan-albania/PTbsxVb#id:8600898,60%,No information,5,18,4,5,11,572,15,20,1,No information,11,0,4,3,12,6,2,3,No information,No information,7,0,487,27,49,35/55 (64%),5/12 (42%),51%,11,54/106 (51%),17/34 (50%),20/34 (59%),80%,15,14,No information,11,No information,4,4,3,"15/11/2020, 09:00"
